,date,time,comp,round,day,venue,result,gf,ga,opponent,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,xg_x,npxg,npxg/sh,g-xg,np:g-xg,match report_x,date_opp,time_opp,comp_opp,round_opp,day_opp,venue_opp,result_opp,gf_opp,ga_opp,opponent_opp,gls_opp,sh_opp,sot_opp,sot%_opp,g/sh_opp,g/sot_opp,dist_opp,fk_opp,pk_opp,pkatt_opp,xg_opp,npxg_opp,npxg/sh_opp,g-xg_opp,np:g-xg_opp,match report_opp,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,thr,launch%,avglen,opp,stp,stp%,#opa,avgdist,sota_opp,saves_opp,save%_opp,cs_opp,psxg_opp,psxg+/-_opp,pka_opp,pksv_opp,pkm_opp,cmp_opp,att_opp,cmp%_opp,thr_opp,launch%_opp,avglen_opp,opp_opp,stp_opp,stp%_opp,#opa_opp,avgdist_opp,totdist,prgdist,ast,xag,xa,kp,1-Mar,ppa,crspa,prgp,totdist_opp,prgdist_opp,ast_opp,xag_opp,xa_opp,kp_opp,1/3_opp,ppa_opp,crspa_opp,prgp_opp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,live_opp,dead_opp,tb_opp,sw_opp,crs_opp,ti_opp,ck_opp,in_opp,out_opp,str_opp,off_opp,blocks_opp,sca,passlive,passdead,to,fld,def,gca,sca_opp,passlive_opp,passdead_opp,to_opp,fld_opp,def_opp,gca_opp,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl%,lost,pass,int,tkl+int,clr,err,tkl_opp,tklw_opp,def 3rd_opp,mid 3rd_opp,att 3rd_opp,tkl%_opp,lost_opp,pass_opp,int_opp,tkl+int_opp,clr_opp,err_opp,poss_x,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,poss_opp,touches_opp,def pen_opp,att pen_opp,succ_opp,succ%_opp,tkld_opp,tkld%_opp,carries_opp,prgc_opp,cpa_opp,mis_opp,dis_opp,rec_opp,prgr_opp,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,crdy_opp,crdr_opp,2crdy_opp,fls_opp,pkwon_opp,pkcon_opp,og_opp,recov_opp,won_opp,won%_opp,xg_y,xga,poss_y,attendance,captain,formation,referee,match report_y,notes,team,season,xg
32,4/04/2021,19:30,Premier League,Regular season,Sun,Away,W,2,1,FC Oleksandriya,2,,,,,,,,1,1,,,,,,Match Report,4/04/2021,19:30,Premier League,Regular season,Sun,Home,L,1,2,FC Oleksandriya,1,,,,,,,,0,0,,,,,,Match Report,,,,0,,,0,0,0,,,,,,,,,,,,,,,0,,,1,0,0,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,0,,,,1,0,0,,,,0,,,,,,,,Serhiy Sydorchuk,4-2-3-1,Dmytro Kryvushkin,Match Report,,Dynamo Kyiv,2020-2021,
33,10/04/2021,17:00,Premier League,Regular season,Sat,Home,W,2,0,SK Dnipro-1,2,,,,,,,,0,0,,,,,,Match Report,10/04/2021,17:00,Premier League,Regular season,Sat,Away,L,0,2,SK Dnipro-1,0,,,,,,,,0,0,,,,,,Match Report,,,,1,,,0,0,0,,,,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,0,,,,6,1,1,,,,0,,,,,,,,Serhiy Sydorchuk,4-2-3-1,Ihor Paskhal,Match Report,,Dynamo Kyiv,2020-2021,
34,17/04/2021,19:30,Premier League,Regular season,Sat,Away,W,1,0,Shakhtar,1,,,,,,,,1,1,,,,,,Match Report,17/04/2021,19:30,Premier League,Regular season,Sat,Home,L,0,1,Shakhtar,0,,,,,,,,0,0,,,,,,Match Report,,,,1,,,0,0,0,,,,,,,,,,,,,,,0,,,1,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,0,,,,4,0,0,,,,0,,,,,,,,Vitaliy Buyalskyi,4-2-3-1,Kateryna Monzul,Match Report,,Dynamo Kyiv,2020-2021,
35,25/04/2021,17:00,Premier League,Regular season,Sun,Home,W,5,0,FK Inhulets,5,,,,,,,,0,0,,,,,,Match Report,25/04/2021,17:00,Premier League,Regular season,Sun,Away,L,0,5,FK Inhulets,0,,,,,,,,0,0,,,,,,Match Report,,,,1,,,0,0,0,,,,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,3,0,0,,,,0,,,,,,,,Serhiy Sydorchuk,4-2-3-1,Mykola Balakin,Match Report,,Dynamo Kyiv,2020-2021,
36,1/05/2021,19:30,Premier League,Regular season,Sat,Away,W,5,1,Vorskla Poltava,5,,,,,,,,0,0,,,,,,Match Report,1/05/2021,19:30,Premier League,Regular season,Sat,Home,L,1,5,Vorskla Poltava,1,,,,,,,,1,1,,,,,,Match Report,,,,0,,,1,0,0,,,,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0,,,,4,0,0,,,,0,,,,,,,,Vitaliy Buyalskyi,4-2-3-1,Viktor Kopievskii,Match Report,,Dynamo Kyiv,2020-2021,
37,5/05/2021,14:00,Premier League,Regular season,Wed,Home,D,0,0,FC Mariupol,0,,,,,,,,0,0,,,,,,Match Report,5/05/2021,14:00,Premier League,Regular season,Wed,Away,D,0,0,FC Mariupol,0,,,,,,,,0,0,,,,,,Match Report,,,,1,,,0,0,0,,,,,,,,,,,,,,,1,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,0,,,,6,0,0,,,,0,,,,,,,869,Serhiy Sydorchuk,4-2-3-1,Andrii Kovalenko,Match Report,,Dynamo Kyiv,2020-2021,
38,9/05/2021,14:00,Premier League,Regular season,Sun,Away,W,3,0,FK Kolos,3,,,,,,,,0,0,,,,,,Match Report,9/05/2021,14:00,Premier League,Regular season,Sun,Home,L,0,3,FK Kolos,0,,,,,,,,0,0,,,,,,Match Report,,,,1,,,0,0,0,,,,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,0,,,,3,0,0,,,,0,,,,,,,2463,Serhiy Sydorchuk,4-2-3-1,Oleksandr Omelchenko,Match Report,,Dynamo Kyiv,2020-2021,
0,11/08/2020,20:00,Premier League,Matchweek 1,Tue,Away,W,2,0,Rubin Kazan,2,12,5,41.7,0.17,0.4,,,0,0,,,,,,Match Report,11/08/2020,20:00,Premier League,Matchweek 1,Tue,Home,L,0,2,Rubin Kazan,0,14,3,21.4,0,0,,,0,0,,,,,,Match Report,3,3,100,1,,,0,0,0,,,,,,,,,,,,5,3,60,0,,,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,9,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,3,0,,,,5,,,,,,,9,0,,,62,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,5,0,0,16,,,0,,,,3,1,0,11,,,0,,,,,,62,,Vedran Ćorluka,4-2-3-1,Sergey Ivanov,Match Report,,Lokomotiv Moscow,2020-2021,
1,15/08/2020,19:00,Premier League,Matchweek 2,Sat,Home,W,1,0,Krasnodar,1,16,9,56.3,0.06,0.11,,,0,0,,,,,,Match Report,15/08/2020,19:00,Premier League,Matchweek 2,Sat,Away,L,0,1,Krasnodar,0,16,3,18.8,0,0,,,0,0,,,,,,Match Report,3,3,100,1,,,0,0,0,,,,,,,,,,,,9,8,88.9,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,11,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,12,0,,,,17,,,,,,,18,0,,,41,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,1,0,0,10,,,0,,,,1,0,0,11,,,0,,,,,,41,,Vedran Ćorluka,4-2-3-1,Kirill Levnikov,Match Report,,Lokomotiv Moscow,2020-2021,
2,19/08/2020,18:00,Premier League,Matchweek 3,Wed,Away,D,1,1,Ural,1,21,8,38.1,0.05,0.13,,,0,0,,,,,,Match Report,19/08/2020,18:00,Premier League,Matchweek 3,Wed,Home,D,1,1,Ural,1,5,1,20,0.2,1,,,0,0,,,,,,Match Report,1,0,0,0,,,0,0,0,,,,,,,,,,,,8,7,87.5,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,33,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,5,0,,,,8,,,,,,,11,0,,,68,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,2,0,0,8,,,0,,,,4,0,0,19,,,0,,,,,,68,5072,Vedran Ćorluka,4-2-3-1,Aleksey Matyunin,Match Report,,Lokomotiv Moscow,2020-2021,
3,23/08/2020,19:00,Premier League,Matchweek 4,Sun,Away,L,1,2,Spartak Moscow,1,9,3,33.3,0.11,0.33,,,0,0,,,,,,Match Report,23/08/2020,19:00,Premier League,Matchweek 4,Sun,Home,W,2,1,Spartak Moscow,2,17,8,47.1,0.12,0.25,,,0,0,,,,,,Match Report,8,6,75,0,,,0,0,0,,,,,,,,,,,,3,2,66.7,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,7,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,0,,,,4,,,,,,,8,0,,,42,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,6,0,0,21,,,0,,,,1,0,0,15,,,0,,,,,,42,12393,Vedran Ćorluka,4/04/2002,Sergey Karasev,Match Report,,Lokomotiv Moscow,2020-2021,
4,26/08/2020,18:30,Premier League,Matchweek 5,Wed,Home,L,2,3,Akhmat Grozny,2,17,5,29.4,0.06,0.2,,,1,1,,,,,,Match Report,26/08/2020,18:30,Premier League,Matchweek 5,Wed,Away,W,3,2,Akhmat Grozny,3,11,6,54.5,0.27,0.5,,,0,0,,,,,,Match Report,5,2,40,0,,,0,0,0,,,,,,,,,,,,4,3,75,0,,,1,0,0,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,25,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,10,0,,,,14,,,,,,,10,0,,,62,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,5,0,0,11,,,0,,,,9,3,2,23,,,0,,,,,,62,4859,Vedran Ćorluka,4-2-3-1,Igor Panin,Match Report,,Lokomotiv Moscow,2020-2021,
5,30/08/2020,16:00,Premier League,Matchweek 6,Sun,Home,D,0,0,Zenit,0,7,1,14.3,0,0,,,0,0,,,,,,Match Report,30/08/2020,16:00,Premier League,Matchweek 6,Sun,Away,D,0,0,Zenit,0,9,0,0,0,,,,0,0,,,,,,Match Report,0,0,,1,,,0,0,0,,,,,,,,,,,,1,1,100,1,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,7,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,9,0,,,,8,,,,,,,9,0,,,44,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,3,0,0,12,,,0,,,,0,0,0,4,,,0,,,,,,44,7739,Vedran Ćorluka,4-2-3-1,Vladimir Moskalev,Match Report,,Lokomotiv Moscow,2020-2021,
6,14/09/2020,20:30,Premier League,Matchweek 7,Mon,Away,D,0,0,Rostov,0,7,1,14.3,0,0,,,0,0,,,,,,Match Report,14/09/2020,20:30,Premier League,Matchweek 7,Mon,Home,D,0,0,Rostov,0,11,3,27.3,0,0,,,0,0,,,,,,Match Report,2,2,100,1,,,0,0,0,,,,,,,,,,,,1,1,100,1,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,13,0,,,,8,,,,,,,13,0,,,45,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,2,0,0,15,,,0,,,,1,0,0,10,,,0,,,,,,45,15011,Vedran Ćorluka,4-2-3-1,Vladislav Bezborodov,Match Report,,Lokomotiv Moscow,2020-2021,
7,20/09/2020,19:00,Premier League,Matchweek 8,Sun,Home,W,1,0,Tambov,1,11,7,63.6,0.09,0.14,,,0,0,,,,,,Match Report,20/09/2020,19:00,Premier League,Matchweek 8,Sun,Away,L,0,1,Tambov,0,5,2,40,0,0,,,0,0,,,,,,Match Report,2,2,100,1,,,0,0,0,,,,,,,,,,,,6,5,83.3,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,9,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,14,0,,,,15,,,,,,,17,0,,,57,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,5,0,0,21,,,0,,,,2,0,0,12,,,0,,,,,,57,6508,Vedran Ćorluka,4/04/2002,Evgeny Turbin,Match Report,,Lokomotiv Moscow,2020-2021,
8,27/09/2020,19:00,Premier League,Matchweek 9,Sun,Away,W,1,0,CSKA Moscow,1,15,6,40,0.07,0.17,,,0,0,,,,,,Match Report,27/09/2020,19:00,Premier League,Matchweek 9,Sun,Home,L,0,1,CSKA Moscow,0,21,4,19,0,0,,,0,0,,,,,,Match Report,4,4,100,1,,,0,0,0,,,,,,,,,,,,6,5,83.3,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,16,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,17,0,,,,5,,,,,,,11,0,,,44,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,2,0,0,14,,,0,,,,2,1,1,9,,,0,,,,,,44,12400,Vedran Ćorluka,4/04/2002,Mikhail Vilkov,Match Report,,Lokomotiv Moscow,2020-2021,
9,4/10/2020,14:00,Premier League,Matchweek 10,Sun,Home,W,2,1,FC Khimki,2,18,7,38.9,0.11,0.29,,,0,0,,,,,,Match Report,4/10/2020,14:00,Premier League,Matchweek 10,Sun,Away,L,1,2,FC Khimki,1,11,3,27.3,0.09,0.33,,,0,0,,,,,,Match Report,2,1,50,0,,,0,0,0,,,,,,,,,,,,7,5,71.4,0,,,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,18,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,23,0,,,,13,,,,,,,18,0,,,57,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,0,0,0,13,,,0,,,,4,0,0,18,,,0,,,,,,57,7920,Vedran Ćorluka,4/04/2002,Evgeny Kukulyak,Match Report,,Lokomotiv Moscow,2020-2021,
10,17/10/2020,16:30,Premier League,Matchweek 11,Sat,Home,W,1,0,Ufa,1,13,6,46.2,0.08,0.17,,,0,0,,,,,,Match Report,17/10/2020,16:30,Premier League,Matchweek 11,Sat,Away,L,0,1,Ufa,0,2,0,0,0,,,,0,0,,,,,,Match Report,0,0,,1,,,0,0,0,,,,,,,,,,,,5,4,80,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,8,0,,,,5,,,,,,,14,0,,,61,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,2,0,0,9,,,0,,,,1,0,0,20,,,0,,,,,,61,4471,Guilherme Marinato,4/04/2002,Pavel Kukuyan,Match Report,,Lokomotiv Moscow,2020-2021,
11,21/10/2020,18:55,Champions Lg,Group stage,Wed,Away,D,2,2,at RB Salzburg,2,5,3,60,0.4,0.67,9.1,0,0,0,0.8,0.8,0.16,1.2,1.2,Match Report,21/10/2020,18:55,Champions Lg,Group stage,Wed,Home,D,2,2,at RB Salzburg,2,15,7,46.7,0.13,0.29,20,1,0,0,1.1,1.1,0.07,0.9,0.9,Match Report,7,5,71.4,0,1.7,-0.3,0,0,0,10,21,47.6,7,40.6,36.8,19,2,10.5,0,10.4,3,1,33.3,0,1.4,-0.6,0,0,0,0,5,0,1,28.6,30.6,8,1,12.5,0,12,5256,2437,2,0.8,0.9,5,23,4,0,35,6398,2407,2,0.9,1.1,11,38,11,1,68,359,53,0,3,11,19,3,0,3,0,0,15,449,53,3,1,24,26,8,3,4,0,0,8,10,9,1,0,0,0,4,25,18,3,1,2,0,3,18,6,14,3,1,50,14,8,23,41,23,0,20,9,10,8,2,44,14,15,18,38,18,0,45,542,84,12,14,56,11,44,235,14,2,15,9,284,35,55,644,44,24,14,50,14,50,384,24,5,19,4,367,66,1,0,0,16,0,0,0,51,25,59.5,1,0,0,17,0,0,0,68,17,40.5,0.8,1.1,45,3000,Vedran Ćorluka,4/04/2002,Serdar Gözübüyük,Match Report,,Lokomotiv Moscow,2020-2021,
12,24/10/2020,19:00,Premier League,Matchweek 12,Sat,Home,L,1,2,Rotor Volgograd,1,20,4,20,0.05,0.25,,,0,1,,,,,,Match Report,24/10/2020,19:00,Premier League,Matchweek 12,Sat,Away,W,2,1,Rotor Volgograd,2,6,4,66.7,0.33,0.5,,,0,1,,,,,,Match Report,1,0,-100,0,,,0,1,0,,,,,,,,,,,,3,2,66.7,0,,,0,0,1,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,41,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,3,0,,,,7,,,,,,,10,0,,,76,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,3,1,1,15,,,0,,,,3,0,0,13,,,0,,,,,,76,4300,Vedran Ćorluka,4/04/2002,Sergey Ivanov,Match Report,,Lokomotiv Moscow,2020-2021,
13,27/10/2020,20:55,Champions Lg,Group stage,Tue,Home,L,1,2,de Bayern Munich,1,15,6,40,0.07,0.17,17,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Match Report,27/10/2020,20:55,Champions Lg,Group stage,Tue,Away,W,2,1,de Bayern Munich,2,19,4,21.1,0.11,0.5,16.5,1,0,0,3.2,3.2,0.17,-1.2,-1.2,Match Report,4,2,50,0,1.4,-0.6,0,0,0,11,23,47.8,6,56.3,39.7,21,1,4.8,4,23.6,6,5,83.3,0,2.1,1.1,0,0,0,3,7,42.9,4,22.6,28.4,15,1,6.7,1,12,5040,2652,1,1.4,0.9,12,22,5,3,32,9673,2626,2,2.6,2.5,16,34,14,3,61,318,46,2,5,17,10,4,3,0,0,2,11,616,39,2,11,29,16,4,4,0,0,5,5,25,19,3,0,2,0,2,35,29,1,2,2,0,4,9,6,6,0,3,33.3,4,5,9,18,26,0,9,4,6,3,0,12.5,7,10,11,20,20,0,36,482,69,21,7,87.5,1,12.5,257,19,9,23,8,268,32,64,754,51,23,4,66.7,2,33.3,477,34,5,10,7,549,61,3,0,0,11,0,0,0,46,23,59,1,0,0,15,0,0,0,52,16,41,1.5,3.2,36,8196,Vedran Ćorluka,4-3-2-1,István Kovács,Match Report,,Lokomotiv Moscow,2020-2021,
14,31/10/2020,20:00,Premier League,Matchweek 13,Sat,Away,L,1,2,Sochi,1,9,2,22.2,0.11,0.5,,,0,0,,,,,,Match Report,31/10/2020,20:00,Premier League,Matchweek 13,Sat,Home,W,2,1,Sochi,2,14,4,28.6,0.14,0.5,,,0,0,,,,,,Match Report,4,2,50,0,,,0,0,0,,,,,,,,,,,,2,1,50,0,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,2,,,,,,,,,,,,27,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,0,,,,4,,,,,,,10,0,,,68,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,4,0,0,13,,,0,,,,4,0,0,11,,,0,,,,,,68,,Guilherme Marinato,4-4-2◆,Stanislav Vasilyev,Match Report,,Lokomotiv Moscow,2020-2021,
15,3/11/2020,20:55,Champions Lg,Group stage,Tue,Home,D,1,1,es Atlético Madrid,1,3,0,0,0,,21.7,0,1,1,0.9,0.1,0.05,0.1,-0.1,Match Report,3/11/2020,20:55,Champions Lg,Group stage,Tue,Away,D,1,1,es Atlético Madrid,1,14,6,42.9,0.07,0.17,16.7,0,0,0,1,1,0.08,0,0,Match Report,6,5,83.3,0,2.2,1.2,0,0,0,6,14,42.9,6,36,30.9,29,3,10.3,0,10.3,1,0,100,0,1,0,1,0,0,2,6,33.3,3,45.5,29.8,7,0,0,0,8,4444,1886,0,0.1,0.1,3,14,4,1,19,9247,2705,1,1,1.5,12,52,21,9,84,320,38,1,5,8,14,1,0,1,0,0,3,616,47,3,7,37,22,10,3,6,0,3,14,7,6,1,0,0,0,1,25,22,0,1,0,0,2,7,3,7,0,0,25,9,9,15,22,52,0,13,9,4,6,3,70,3,2,8,21,11,0,35,482,100,10,3,30,7,70,268,9,2,11,6,266,19,65,741,29,32,9,75,3,25,443,32,2,15,4,550,84,4,0,0,11,0,0,0,41,18,62.1,3,0,0,8,0,1,0,56,11,37.9,0.9,1,35,8147,Guilherme Marinato,4/04/2002,Benoît Bastien,Match Report,,Lokomotiv Moscow,2020-2021,
16,8/11/2020,19:00,Premier League,Matchweek 14,Sun,Away,L,1,5,Dynamo Mosc,1,10,7,70,0.1,0.14,,,0,0,,,,,,Match Report,8/11/2020,19:00,Premier League,Matchweek 14,Sun,Home,W,5,1,Dynamo Mosc,5,17,6,35.3,0.24,0.67,,,1,1,,,,,,Match Report,5,1,20,0,,,1,0,0,,,,,,,,,,,,7,6,85.7,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,9,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,13,0,,,,11,,,,,,,23,0,,,48,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,6,2,1,11,,,0,,,,4,1,1,18,,,0,,,,,,48,6158,Guilherme Marinato,4/04/2002,Igor Panin,Match Report,,Lokomotiv Moscow,2020-2021,
17,21/11/2020,19:00,Premier League,Matchweek 15,Sat,Home,W,1,0,Arsenal Tula,1,9,5,55.6,0,0,,,1,1,,,,,,Match Report,21/11/2020,19:00,Premier League,Matchweek 15,Sat,Away,L,0,1,Arsenal Tula,0,12,3,25,0,0,,,0,0,,,,,,Match Report,3,3,100,1,,,0,0,0,,,,,,,,,,,,4,4,100,0,,,1,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,5,0,,,,12,,,,,,,11,0,,,48,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,3,1,1,13,,,0,,,,3,0,0,21,,,0,,,,,,48,3976,Vedran Ćorluka,4/04/2002,Aleksey Sukhoy,Match Report,,Lokomotiv Moscow,2020-2021,
18,25/11/2020,21:00,Champions Lg,Group stage,Wed,Away,D,0,0,es Atlético Madrid,0,4,1,25,0,0,24.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Match Report,25/11/2020,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,es Atlético Madrid,0,20,5,25,0,0,19.8,1,0,0,1.6,1.6,0.08,-1.6,-1.6,Match Report,5,5,100,1,0.5,0.5,0,0,0,9,20,45,3,40,35.7,33,2,6.1,0,6.5,1,1,100,1,0,0,0,0,0,6,12,50,4,44.4,28.5,4,0,0,3,34.3,5438,2283,0,0.2,0.2,4,11,4,0,16,9237,2699,0,1.3,1.6,10,66,15,1,66,320,48,0,2,5,14,1,0,1,0,2,7,618,52,0,8,38,21,16,4,10,0,3,10,8,5,1,1,1,0,0,35,26,3,1,1,0,0,18,13,13,4,1,39.3,17,9,17,35,39,0,7,5,2,5,0,23.1,10,7,13,20,4,0,35,494,117,3,10,76.9,3,23.1,268,10,0,11,4,275,16,65,752,29,36,17,60.7,11,39.3,399,45,6,10,7,551,65,0,0,0,8,0,0,0,36,20,55.6,0,0,0,20,0,0,0,49,16,44.4,0.2,1.6,35,,Vedran Ćorluka,4/05/2001,Slavko Vinčič,Match Report,,Lokomotiv Moscow,2020-2021,
19,28/11/2020,19:00,Premier League,Matchweek 16,Sat,Away,D,0,0,Akhmat Grozny,0,16,8,50,0,0,,,0,0,,,,,,Match Report,28/11/2020,19:00,Premier League,Matchweek 16,Sat,Home,D,0,0,Akhmat Grozny,0,20,7,35,0,0,,,0,0,,,,,,Match Report,7,7,100,1,,,0,0,0,,,,,,,,,,,,7,7,100,1,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,16,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,11,0,,,,10,,,,,,,15,0,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,3,0,0,11,,,0,,,,2,0,0,13,,,0,,,,,,50,5093,Anton Kochenkov,4/05/2001,Kirill Levnikov,Match Report,,Lokomotiv Moscow,2020-2021,
20,1/12/2020,20:55,Champions Lg,Group stage,Tue,Home,L,1,3,at RB Salzburg,1,5,2,40,0,0,22.1,0,1,1,1.1,0.3,0.06,-0.1,-0.3,Match Report,1/12/2020,20:55,Champions Lg,Group stage,Tue,Away,W,3,1,at RB Salzburg,3,19,6,31.6,0.16,0.5,14.8,0,0,0,2.4,2.4,0.13,0.6,0.6,Match Report,6,3,50,0,2.1,-0.9,0,0,0,8,14,57.1,4,34.3,31.1,14,1,7.1,1,15.7,3,2,100,0,1.2,0.2,1,0,0,3,11,27.3,3,47.1,33.6,15,0,0,0,10.5,6523,2949,0,0.3,0.4,3,20,8,3,34,5531,2403,1,1.3,0.9,11,24,12,1,42,428,68,2,4,21,27,6,1,5,0,0,19,430,49,1,1,14,24,8,2,4,0,1,10,11,8,1,0,1,0,2,27,16,2,3,0,3,2,18,11,8,7,3,56.3,7,10,16,34,24,2,22,12,6,13,3,31.3,11,14,15,37,32,0,51,642,82,16,11,68.8,5,31.3,261,15,1,31,17,348,34,49,632,46,27,7,43.8,9,56.3,351,20,5,17,9,337,42,3,0,0,11,1,0,0,62,29,67.4,3,0,0,17,0,1,0,71,14,32.6,1.1,2.4,51,6759,Vedran Ćorluka,3-4-1-2,Ali Palabıyık,Match Report,,Lokomotiv Moscow,2020-2021,
