,Day,Date,team,team_opp,season,score,score_opp,home,result,Squad,# Pl,Age,MP,Starts,Gls,Ast,G+A,G-PK,PK,PKatt,Gls90,Ast90,G+A90,G-PK90,G+A-PK,Min%,Subs,Mn/Sub,PPM,onG,onGA,+/-,# Pl,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,SoT,SoT/90,G/SoT,Fls,Squad_opp,# Pl_opp,Age_opp,MP_opp,Starts_opp,Gls_opp,Ast_opp,G+A_opp,G-PK_opp,PK_opp,PKatt_opp,Gls90_opp,Ast90_opp,G+A90_opp,G-PK90_opp,G+A-PK_opp,season_opp,Min%_opp,Subs_opp,Mn/Sub_opp,PPM_opp,onG_opp,onGA_opp,+/-_opp,# Pl_opp,Min_opp,GA_opp,GA90_opp,SoTA_opp,Saves_opp,Save%_opp,W_opp,D_opp,L_opp,CS_opp,CS%_opp,SoT_opp,SoT/90_opp,G/SoT_opp,Fls_opp
854,Wed,2013-11-06,Barcelona,Milan,2013,3,1,1,1,Barcelona,24,27.6,10,110,21,16,37,18,3,3,2.1,1.6,3.7,1.8,3.4,100,25,0,1.8,21,8,13,2,900,8,0.8,32,24,75.0,5,3,2,3,30.0,93,9.3,0.19,114,Milan,25,28.4,10,88,7,4,11,6,1,1,0.7,0.4,1.1,0.6,1.0,2013,100,22,0,1.1,13,11,2,2,720,10,1.25,39,29,74.4,2,5,3,3,30.0,39,3.9,0.15,109
855,Wed,2013-11-06,Napoli,Marseille,2013,3,2,1,1,Napoli,19,27.5,6,66,10,8,18,10,0,0,1.67,1.33,3.0,1.67,3.0,100,16,0,2.0,10,9,1,2,540,9,1.5,31,22,71.0,4,0,2,1,16.7,44,7.33,0.23,83,Marseille,19,26.6,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,2013,100,18,0,0.0,5,14,-9,1,540,14,2.33,34,20,58.8,0,0,6,0,0.0,31,5.17,0.13,69
856,Wed,2013-11-06,Steaua,Basel,2013,1,1,0,2,Steaua,21,26.5,12,66,2,2,4,2,0,0,0.17,0.17,0.33,0.17,0.33,100,18,0,1.25,13,15,-2,1,540,10,1.67,29,19,65.5,3,6,3,1,8.3,32,2.67,0.06,90,Basel,19,25.2,10,66,5,6,11,5,0,0,0.5,0.6,1.1,0.5,1.1,2013,100,18,0,1.6,15,11,4,1,540,6,1.0,31,25,80.6,4,4,2,1,10.0,31,3.1,0.16,84
857,Wed,2013-11-06,Porto,Zenit,2013,1,1,0,2,Porto,18,26.2,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,100,17,0,0.83,4,7,-3,1,540,7,1.17,23,16,69.6,1,2,3,1,16.7,52,8.67,0.08,103,Zenit,21,27.4,12,88,8,5,13,7,1,2,0.67,0.42,1.08,0.58,1.0,2013,100,23,0,1.42,23,17,6,2,720,14,1.75,50,36,72.0,4,5,3,0,0.0,57,4.75,0.12,108
858,Tue,2013-11-26,Marseille,Arsenal,2013,0,2,0,0,Marseille,19,26.6,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,100,18,0,0.0,5,14,-9,1,540,14,2.33,34,20,58.8,0,0,6,0,0.0,31,5.17,0.13,69,Arsenal,24,26.9,10,88,9,8,17,9,0,2,0.9,0.8,1.7,0.9,1.7,2013,100,21,0,1.7,14,8,6,2,718,8,1.0,34,26,76.5,5,2,3,3,30.0,42,4.2,0.21,92
859,Tue,2013-11-26,Ajax,Barcelona,2013,2,1,1,1,Ajax,21,23.5,6,66,5,3,8,5,0,1,0.83,0.5,1.33,0.83,1.33,100,18,0,1.33,5,8,-3,2,540,8,1.33,20,12,60.0,2,2,2,2,33.3,51,8.5,0.1,87,Barcelona,24,27.6,10,110,21,16,37,18,3,3,2.1,1.6,3.7,1.8,3.4,2013,100,25,0,1.8,21,8,13,2,900,8,0.8,32,24,75.0,5,3,2,3,30.0,93,9.3,0.19,114
860,Tue,2013-11-26,Steaua,Schalke 04,2013,0,0,1,2,Steaua,21,26.5,12,66,2,2,4,2,0,0,0.17,0.17,0.33,0.17,0.33,100,18,0,1.25,13,15,-2,1,540,10,1.67,29,19,65.5,3,6,3,1,8.3,32,2.67,0.06,90,Schalke 04,25,25.0,10,88,8,6,14,8,0,0,0.8,0.6,1.4,0.8,1.4,2013,100,23,0,1.4,12,18,-6,2,720,15,1.87,41,26,63.4,4,2,4,4,40.0,53,5.3,0.15,96
861,Tue,2013-11-26,Arsenal,Marseille,2013,2,0,1,1,Arsenal,24,26.9,10,88,9,8,17,9,0,2,0.9,0.8,1.7,0.9,1.7,100,21,0,1.7,14,8,6,2,718,8,1.0,34,26,76.5,5,2,3,3,30.0,42,4.2,0.21,92,Marseille,19,26.6,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,2013,100,18,0,0.0,5,14,-9,1,540,14,2.33,34,20,58.8,0,0,6,0,0.0,31,5.17,0.13,69
862,Tue,2013-11-26,Austria Wien,Porto,2013,1,1,0,2,Austria Wien,19,26.1,10,66,5,4,9,5,0,0,0.5,0.4,0.9,0.5,0.9,100,18,0,1.3,10,13,-3,1,540,10,1.67,40,30,75.0,3,4,3,1,10.0,31,3.1,0.16,98,Porto,18,26.2,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,2013,100,17,0,0.83,4,7,-3,1,540,7,1.17,23,16,69.6,1,2,3,1,16.7,52,8.67,0.08,103
863,Tue,2013-11-26,AtlÃ©tico Madrid,Zenit,2013,1,1,0,2,AtlÃ©tico Madrid,24,26.7,13,143,26,18,44,25,1,2,2.0,1.38,3.38,1.92,3.31,100,35,0,2.0,26,10,16,2,1200,10,0.75,50,40,80.0,7,5,1,6,46.2,102,7.85,0.25,206,Zenit,21,27.4,12,88,8,5,13,7,1,2,0.67,0.42,1.08,0.58,1.0,2013,100,23,0,1.42,23,17,6,2,720,14,1.75,50,36,72.0,4,5,3,0,0.0,57,4.75,0.12,108
864,Tue,2013-11-26,Chelsea,Basel,2013,0,1,0,0,Chelsea,22,28.1,12,132,18,14,32,17,1,1,1.5,1.17,2.67,1.42,2.58,100,35,0,1.42,19,10,9,2,1080,10,0.83,41,31,75.6,4,5,3,7,58.3,55,4.58,0.31,182,Basel,19,25.2,10,66,5,6,11,5,0,0,0.5,0.6,1.1,0.5,1.1,2013,100,18,0,1.6,15,11,4,1,540,6,1.0,31,25,80.6,4,4,2,1,10.0,31,3.1,0.16,84
865,Tue,2013-11-26,Milan,Celtic,2013,3,0,0,1,Milan,25,28.4,10,88,7,4,11,6,1,1,0.7,0.4,1.1,0.6,1.0,100,22,0,1.1,13,11,2,2,720,10,1.25,39,29,74.4,2,5,3,3,30.0,39,3.9,0.15,109,Celtic,19,25.7,12,66,3,1,4,2,1,1,0.25,0.08,0.33,0.17,0.25,2013,100,18,0,1.0,12,16,-4,1,540,14,2.33,37,23,62.2,3,3,6,0,0.0,32,2.67,0.06,92
866,Tue,2013-11-26,Napoli,Dortmund,2013,1,3,0,0,Napoli,19,27.5,6,66,10,8,18,10,0,0,1.67,1.33,3.0,1.67,3.0,100,16,0,2.0,10,9,1,2,540,9,1.5,31,22,71.0,4,0,2,1,16.7,44,7.33,0.23,83,Dortmund,23,25.9,10,110,17,11,28,15,2,2,1.7,1.1,2.8,1.5,2.6,2013,100,28,0,1.7,18,13,5,2,900,13,1.3,50,37,74.0,5,2,3,2,20.0,86,8.6,0.17,149
867,Tue,2013-11-26,Barcelona,Ajax,2013,1,2,0,0,Barcelona,24,27.6,10,110,21,16,37,18,3,3,2.1,1.6,3.7,1.8,3.4,100,25,0,1.8,21,8,13,2,900,8,0.8,32,24,75.0,5,3,2,3,30.0,93,9.3,0.19,114,Ajax,21,23.5,6,66,5,3,8,5,0,1,0.83,0.5,1.33,0.83,1.33,2013,100,18,0,1.33,5,8,-3,2,540,8,1.33,20,12,60.0,2,2,2,2,33.3,51,8.5,0.1,87
868,Tue,2013-11-26,Schalke 04,Steaua,2013,0,0,0,2,Schalke 04,25,25.0,10,88,8,6,14,8,0,0,0.8,0.6,1.4,0.8,1.4,100,23,0,1.4,12,18,-6,2,720,15,1.87,41,26,63.4,4,2,4,4,40.0,53,5.3,0.15,96,Steaua,21,26.5,12,66,2,2,4,2,0,0,0.17,0.17,0.33,0.17,0.33,2013,100,18,0,1.25,13,15,-2,1,540,10,1.67,29,19,65.5,3,6,3,1,8.3,32,2.67,0.06,90
869,Tue,2013-11-26,Dortmund,Napoli,2013,3,1,1,1,Dortmund,23,25.9,10,110,17,11,28,15,2,2,1.7,1.1,2.8,1.5,2.6,100,28,0,1.7,18,13,5,2,900,13,1.3,50,37,74.0,5,2,3,2,20.0,86,8.6,0.17,149,Napoli,19,27.5,6,66,10,8,18,10,0,0,1.67,1.33,3.0,1.67,3.0,2013,100,16,0,2.0,10,9,1,2,540,9,1.5,31,22,71.0,4,0,2,1,16.7,44,7.33,0.23,83
870,Tue,2013-11-26,Celtic,Milan,2013,0,3,1,0,Celtic,19,25.7,12,66,3,1,4,2,1,1,0.25,0.08,0.33,0.17,0.25,100,18,0,1.0,12,16,-4,1,540,14,2.33,37,23,62.2,3,3,6,0,0.0,32,2.67,0.06,92,Milan,25,28.4,10,88,7,4,11,6,1,1,0.7,0.4,1.1,0.6,1.0,2013,100,22,0,1.1,13,11,2,2,720,10,1.25,39,29,74.4,2,5,3,3,30.0,39,3.9,0.15,109
871,Tue,2013-11-26,Basel,Chelsea,2013,1,0,1,1,Basel,19,25.2,10,66,5,6,11,5,0,0,0.5,0.6,1.1,0.5,1.1,100,18,0,1.6,15,11,4,1,540,6,1.0,31,25,80.6,4,4,2,1,10.0,31,3.1,0.16,84,Chelsea,22,28.1,12,132,18,14,32,17,1,1,1.5,1.17,2.67,1.42,2.58,2013,100,35,0,1.42,19,10,9,2,1080,10,0.83,41,31,75.6,4,5,3,7,58.3,55,4.58,0.31,182
872,Tue,2013-11-26,Zenit,AtlÃ©tico Madrid,2013,1,1,1,2,Zenit,21,27.4,12,88,8,5,13,7,1,2,0.67,0.42,1.08,0.58,1.0,100,23,0,1.42,23,17,6,2,720,14,1.75,50,36,72.0,4,5,3,0,0.0,57,4.75,0.12,108,AtlÃ©tico Madrid,24,26.7,13,143,26,18,44,25,1,2,2.0,1.38,3.38,1.92,3.31,2013,100,35,0,2.0,26,10,16,2,1200,10,0.75,50,40,80.0,7,5,1,6,46.2,102,7.85,0.25,206
873,Tue,2013-11-26,Porto,Austria Wien,2013,1,1,1,2,Porto,18,26.2,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,100,17,0,0.83,4,7,-3,1,540,7,1.17,23,16,69.6,1,2,3,1,16.7,52,8.67,0.08,103,Austria Wien,19,26.1,10,66,5,4,9,5,0,0,0.5,0.4,0.9,0.5,0.9,2013,100,18,0,1.3,10,13,-3,1,540,10,1.67,40,30,75.0,3,4,3,1,10.0,31,3.1,0.16,98
874,Wed,2013-11-27,Galatasaray,Real Madrid,2013,1,4,0,0,Galatasaray,23,28.3,8,88,9,8,17,9,0,0,1.13,1.0,2.12,1.13,2.12,100,23,0,1.0,9,17,-8,2,720,17,2.12,45,28,62.2,2,2,4,1,12.5,38,4.75,0.24,118,Real Madrid,22,26.5,13,143,41,35,76,39,2,4,3.15,2.69,5.85,3.0,5.69,2013,100,39,0,2.46,41,10,31,2,1200,11,0.82,57,46,80.7,10,2,1,5,38.5,127,9.77,0.31,123
875,Wed,2013-11-27,Manchester City,Viktoria PlzeÅ,2013,4,2,1,1,Manchester City,21,27.5,8,88,19,15,34,16,3,3,2.37,1.87,4.25,2.0,3.87,100,24,0,1.88,19,14,5,2,720,14,1.75,43,29,67.4,5,0,3,1,12.5,58,7.25,0.28,129,Viktoria PlzeÅ,18,28.9,12,66,6,6,12,6,0,0,0.5,0.5,1.0,0.5,1.0,2013,100,17,0,1.58,26,24,2,1,540,17,2.83,44,27,61.4,6,1,5,0,0.0,35,2.92,0.17,90
876,Wed,2013-11-27,Real Sociedad,Shakhtar,2013,0,4,0,0,Real Sociedad,23,26.0,8,66,1,0,1,1,0,1,0.12,0.0,0.12,0.12,0.12,100,18,0,0.63,5,10,-5,2,540,10,1.67,32,22,68.8,1,2,5,1,12.5,44,5.5,0.02,80,Shakhtar,17,26.9,6,66,7,4,11,7,0,0,1.17,0.67,1.83,1.17,1.83,2013,100,18,0,1.33,7,6,1,1,540,6,1.0,25,19,76.0,2,2,2,3,50.0,43,7.17,0.16,88
877,Wed,2013-11-27,Benfica,Anderlecht,2013,3,2,0,1,Benfica,21,27.0,6,66,7,4,11,6,1,1,1.17,0.67,1.83,1.0,1.67,100,17,0,1.67,8,8,0,1,540,8,1.33,25,17,68.0,3,1,2,1,16.7,41,6.83,0.15,101,Anderlecht,21,23.3,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,2013,100,15,0,0.17,4,17,-13,2,540,16,2.67,36,20,55.6,0,1,5,0,0.0,35,5.83,0.11,99
878,Wed,2013-11-27,Bayern Munich,CSKA Moscow,2013,3,1,0,1,Bayern Munich,22,26.5,12,132,24,20,44,22,2,4,2.0,1.67,3.67,1.83,3.5,100,32,0,1.83,24,13,11,1,1080,13,1.08,44,31,70.5,6,4,2,4,33.3,81,6.75,0.27,132,CSKA Moscow,20,26.2,6,66,7,5,12,5,2,2,1.17,0.83,2.0,0.83,1.67,2013,100,17,0,0.5,8,17,-9,1,540,17,2.83,39,22,56.4,1,0,5,0,0.0,45,7.5,0.11,46
879,Wed,2013-11-27,FC Copenhagen,Juventus,2013,1,3,0,0,FC Copenhagen,19,27.5,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,100,18,0,0.67,4,13,-9,1,540,13,2.17,48,35,72.9,1,1,4,1,16.7,27,4.5,0.15,98,Juventus,21,28.3,6,66,9,5,14,5,4,4,1.5,0.83,2.33,0.83,1.67,2013,100,16,0,1.0,9,9,0,1,540,9,1.5,29,20,69.0,1,3,2,0,0.0,65,10.83,0.08,70
880,Wed,2013-11-27,Real Madrid,Galatasaray,2013,4,1,1,1,Real Madrid,22,26.5,13,143,41,35,76,39,2,4,3.15,2.69,5.85,3.0,5.69,100,39,0,2.46,41,10,31,2,1200,11,0.82,57,46,80.7,10,2,1,5,38.5,127,9.77,0.31,123,Galatasaray,23,28.3,8,88,9,8,17,9,0,0,1.13,1.0,2.12,1.13,2.12,2013,100,23,0,1.0,9,17,-8,2,720,17,2.12,45,28,62.2,2,2,4,1,12.5,38,4.75,0.24,118
881,Wed,2013-11-27,Viktoria PlzeÅ,Manchester City,2013,2,4,0,0,Viktoria PlzeÅ,18,28.9,12,66,6,6,12,6,0,0,0.5,0.5,1.0,0.5,1.0,100,17,0,1.58,26,24,2,1,540,17,2.83,44,27,61.4,6,1,5,0,0.0,35,2.92,0.17,90,Manchester City,21,27.5,8,88,19,15,34,16,3,3,2.37,1.87,4.25,2.0,3.87,2013,100,24,0,1.88,19,14,5,2,720,14,1.75,43,29,67.4,5,0,3,1,12.5,58,7.25,0.28,129
882,Wed,2013-11-27,Shakhtar,Real Sociedad,2013,4,0,1,1,Shakhtar,17,26.9,6,66,7,4,11,7,0,0,1.17,0.67,1.83,1.17,1.83,100,18,0,1.33,7,6,1,1,540,6,1.0,25,19,76.0,2,2,2,3,50.0,43,7.17,0.16,88,Real Sociedad,23,26.0,8,66,1,0,1,1,0,1,0.12,0.0,0.12,0.12,0.12,2013,100,18,0,0.63,5,10,-5,2,540,10,1.67,32,22,68.8,1,2,5,1,12.5,44,5.5,0.02,80
883,Wed,2013-11-27,Anderlecht,Benfica,2013,2,3,1,0,Anderlecht,21,23.3,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,100,15,0,0.17,4,17,-13,2,540,16,2.67,36,20,55.6,0,1,5,0,0.0,35,5.83,0.11,99,Benfica,21,27.0,6,66,7,4,11,6,1,1,1.17,0.67,1.83,1.0,1.67,2013,100,17,0,1.67,8,8,0,1,540,8,1.33,25,17,68.0,3,1,2,1,16.7,41,6.83,0.15,101
884,Wed,2013-11-27,CSKA Moscow,Bayern Munich,2013,1,3,1,0,CSKA Moscow,20,26.2,6,66,7,5,12,5,2,2,1.17,0.83,2.0,0.83,1.67,100,17,0,0.5,8,17,-9,1,540,17,2.83,39,22,56.4,1,0,5,0,0.0,45,7.5,0.11,46,Bayern Munich,22,26.5,12,132,24,20,44,22,2,4,2.0,1.67,3.67,1.83,3.5,2013,100,32,0,1.83,24,13,11,1,1080,13,1.08,44,31,70.5,6,4,2,4,33.3,81,6.75,0.27,132
885,Wed,2013-11-27,Paris S-G,Olympiacos,2013,2,1,1,1,Paris S-G,21,26.8,10,110,24,20,44,23,1,2,2.4,2.0,4.4,2.3,4.3,100,28,0,2.0,25,9,16,1,900,9,0.9,43,34,79.1,6,2,2,3,30.0,85,8.5,0.27,114,Olympiacos,23,26.4,8,88,12,10,22,11,1,3,1.5,1.25,2.75,1.37,2.62,2013,100,24,0,1.63,12,11,1,1,720,11,1.37,41,30,73.2,4,1,3,3,37.5,55,6.87,0.2,118
886,Wed,2013-11-27,Olympiacos,Paris S-G,2013,1,2,0,0,Olympiacos,23,26.4,8,88,12,10,22,11,1,3,1.5,1.25,2.75,1.37,2.62,100,24,0,1.63,12,11,1,1,720,11,1.37,41,30,73.2,4,1,3,3,37.5,55,6.87,0.2,118,Paris S-G,21,26.8,10,110,24,20,44,23,1,2,2.4,2.0,4.4,2.3,4.3,2013,100,28,0,2.0,25,9,16,1,900,9,0.9,43,34,79.1,6,2,2,3,30.0,85,8.5,0.27,114
887,Wed,2013-11-27,Juventus,FC Copenhagen,2013,3,1,1,1,Juventus,21,28.3,6,66,9,5,14,5,4,4,1.5,0.83,2.33,0.83,1.67,100,16,0,1.0,9,9,0,1,540,9,1.5,29,20,69.0,1,3,2,0,0.0,65,10.83,0.08,70,FC Copenhagen,19,27.5,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,2013,100,18,0,0.67,4,13,-9,1,540,13,2.17,48,35,72.9,1,1,4,1,16.7,27,4.5,0.15,98
888,Tue,2013-12-10,Olympiacos,Anderlecht,2013,3,1,1,1,Olympiacos,23,26.4,8,88,12,10,22,11,1,3,1.5,1.25,2.75,1.37,2.62,100,24,0,1.63,12,11,1,1,720,11,1.37,41,30,73.2,4,1,3,3,37.5,55,6.87,0.2,118,Anderlecht,21,23.3,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,2013,100,15,0,0.17,4,17,-13,2,540,16,2.67,36,20,55.6,0,1,5,0,0.0,35,5.83,0.11,99
889,Tue,2013-12-10,Benfica,Paris S-G,2013,2,1,1,1,Benfica,21,27.0,6,66,7,4,11,6,1,1,1.17,0.67,1.83,1.0,1.67,100,17,0,1.67,8,8,0,1,540,8,1.33,25,17,68.0,3,1,2,1,16.7,41,6.83,0.15,101,Paris S-G,21,26.8,10,110,24,20,44,23,1,2,2.4,2.0,4.4,2.3,4.3,2013,100,28,0,2.0,25,9,16,1,900,9,0.9,43,34,79.1,6,2,2,3,30.0,85,8.5,0.27,114
890,Tue,2013-12-10,Manchester Utd,Shakhtar,2013,1,0,1,1,Manchester Utd,24,27.7,10,110,15,11,26,14,1,2,1.5,1.1,2.6,1.4,2.5,100,26,0,1.8,17,9,8,1,900,9,0.9,31,22,71.0,4,4,2,5,50.0,60,6.0,0.23,132,Shakhtar,17,26.9,6,66,7,4,11,7,0,0,1.17,0.67,1.83,1.17,1.83,2013,100,18,0,1.33,7,6,1,1,540,6,1.0,25,19,76.0,2,2,2,3,50.0,43,7.17,0.16,88
891,Tue,2013-12-10,Viktoria PlzeÅ,CSKA Moscow,2013,2,1,1,1,Viktoria PlzeÅ,18,28.9,12,66,6,6,12,6,0,0,0.5,0.5,1.0,0.5,1.0,100,17,0,1.58,26,24,2,1,540,17,2.83,44,27,61.4,6,1,5,0,0.0,35,2.92,0.17,90,CSKA Moscow,20,26.2,6,66,7,5,12,5,2,2,1.17,0.83,2.0,0.83,1.67,2013,100,17,0,0.5,8,17,-9,1,540,17,2.83,39,22,56.4,1,0,5,0,0.0,45,7.5,0.11,46
892,Tue,2013-12-10,FC Copenhagen,Real Madrid,2013,0,2,1,0,FC Copenhagen,19,27.5,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,100,18,0,0.67,4,13,-9,1,540,13,2.17,48,35,72.9,1,1,4,1,16.7,27,4.5,0.15,98,Real Madrid,22,26.5,13,143,41,35,76,39,2,4,3.15,2.69,5.85,3.0,5.69,2013,100,39,0,2.46,41,10,31,2,1200,11,0.82,57,46,80.7,10,2,1,5,38.5,127,9.77,0.31,123
893,Tue,2013-12-10,Real Sociedad,Leverkusen,2013,0,1,1,0,Real Sociedad,23,26.0,8,66,1,0,1,1,0,1,0.12,0.0,0.12,0.12,0.12,100,18,0,0.63,5,10,-5,2,540,10,1.67,32,22,68.8,1,2,5,1,12.5,44,5.5,0.02,80,Leverkusen,21,25.4,8,88,10,5,15,9,1,2,1.25,0.62,1.87,1.13,1.75,2013,100,23,0,1.25,10,16,-6,1,720,16,2.0,53,37,69.8,3,1,4,3,37.5,63,7.88,0.14,102
894,Tue,2013-12-10,Bayern Munich,Manchester City,2013,2,3,1,0,Bayern Munich,22,26.5,12,132,24,20,44,22,2,4,2.0,1.67,3.67,1.83,3.5,100,32,0,1.83,24,13,11,1,1080,13,1.08,44,31,70.5,6,4,2,4,33.3,81,6.75,0.27,132,Manchester City,21,27.5,8,88,19,15,34,16,3,3,2.37,1.87,4.25,2.0,3.87,2013,100,24,0,1.88,19,14,5,2,720,14,1.75,43,29,67.4,5,0,3,1,12.5,58,7.25,0.28,129
895,Tue,2013-12-10,Paris S-G,Benfica,2013,1,2,0,0,Paris S-G,21,26.8,10,110,24,20,44,23,1,2,2.4,2.0,4.4,2.3,4.3,100,28,0,2.0,25,9,16,1,900,9,0.9,43,34,79.1,6,2,2,3,30.0,85,8.5,0.27,114,Benfica,21,27.0,6,66,7,4,11,6,1,1,1.17,0.67,1.83,1.0,1.67,2013,100,17,0,1.67,8,8,0,1,540,8,1.33,25,17,68.0,3,1,2,1,16.7,41,6.83,0.15,101
896,Tue,2013-12-10,Shakhtar,Manchester Utd,2013,0,1,0,0,Shakhtar,17,26.9,6,66,7,4,11,7,0,0,1.17,0.67,1.83,1.17,1.83,100,18,0,1.33,7,6,1,1,540,6,1.0,25,19,76.0,2,2,2,3,50.0,43,7.17,0.16,88,Manchester Utd,24,27.7,10,110,15,11,26,14,1,2,1.5,1.1,2.6,1.4,2.5,2013,100,26,0,1.8,17,9,8,1,900,9,0.9,31,22,71.0,4,4,2,5,50.0,60,6.0,0.23,132
897,Tue,2013-12-10,Anderlecht,Olympiacos,2013,1,3,0,0,Anderlecht,21,23.3,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,100,15,0,0.17,4,17,-13,2,540,16,2.67,36,20,55.6,0,1,5,0,0.0,35,5.83,0.11,99,Olympiacos,23,26.4,8,88,12,10,22,11,1,3,1.5,1.25,2.75,1.37,2.62,2013,100,24,0,1.63,12,11,1,1,720,11,1.37,41,30,73.2,4,1,3,3,37.5,55,6.87,0.2,118
898,Tue,2013-12-10,CSKA Moscow,Viktoria PlzeÅ,2013,1,2,0,0,CSKA Moscow,20,26.2,6,66,7,5,12,5,2,2,1.17,0.83,2.0,0.83,1.67,100,17,0,0.5,8,17,-9,1,540,17,2.83,39,22,56.4,1,0,5,0,0.0,45,7.5,0.11,46,Viktoria PlzeÅ,18,28.9,12,66,6,6,12,6,0,0,0.5,0.5,1.0,0.5,1.0,2013,100,17,0,1.58,26,24,2,1,540,17,2.83,44,27,61.4,6,1,5,0,0.0,35,2.92,0.17,90
899,Tue,2013-12-10,Real Madrid,FC Copenhagen,2013,2,0,0,1,Real Madrid,22,26.5,13,143,41,35,76,39,2,4,3.15,2.69,5.85,3.0,5.69,100,39,0,2.46,41,10,31,2,1200,11,0.82,57,46,80.7,10,2,1,5,38.5,127,9.77,0.31,123,FC Copenhagen,19,27.5,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,2013,100,18,0,0.67,4,13,-9,1,540,13,2.17,48,35,72.9,1,1,4,1,16.7,27,4.5,0.15,98
900,Tue,2013-12-10,Leverkusen,Real Sociedad,2013,1,0,0,1,Leverkusen,21,25.4,8,88,10,5,15,9,1,2,1.25,0.62,1.87,1.13,1.75,100,23,0,1.25,10,16,-6,1,720,16,2.0,53,37,69.8,3,1,4,3,37.5,63,7.88,0.14,102,Real Sociedad,23,26.0,8,66,1,0,1,1,0,1,0.12,0.0,0.12,0.12,0.12,2013,100,18,0,0.63,5,10,-5,2,540,10,1.67,32,22,68.8,1,2,5,1,12.5,44,5.5,0.02,80
901,Tue,2013-12-10,Manchester City,Bayern Munich,2013,3,2,0,1,Manchester City,21,27.5,8,88,19,15,34,16,3,3,2.37,1.87,4.25,2.0,3.87,100,24,0,1.88,19,14,5,2,720,14,1.75,43,29,67.4,5,0,3,1,12.5,58,7.25,0.28,129,Bayern Munich,22,26.5,12,132,24,20,44,22,2,4,2.0,1.67,3.67,1.83,3.5,2013,100,32,0,1.83,24,13,11,1,1080,13,1.08,44,31,70.5,6,4,2,4,33.3,81,6.75,0.27,132
902,Wed,2013-12-11,Barcelona,Celtic,2013,6,1,1,1,Barcelona,24,27.6,10,110,21,16,37,18,3,3,2.1,1.6,3.7,1.8,3.4,100,25,0,1.8,21,8,13,2,900,8,0.8,32,24,75.0,5,3,2,3,30.0,93,9.3,0.19,114,Celtic,19,25.7,12,66,3,1,4,2,1,1,0.25,0.08,0.33,0.17,0.25,2013,100,18,0,1.0,12,16,-4,1,540,14,2.33,37,23,62.2,3,3,6,0,0.0,32,2.67,0.06,92
903,Wed,2013-12-11,AtlÃ©tico Madrid,Porto,2013,2,0,1,1,AtlÃ©tico Madrid,24,26.7,13,143,26,18,44,25,1,2,2.0,1.38,3.38,1.92,3.31,100,35,0,2.0,26,10,16,2,1200,10,0.75,50,40,80.0,7,5,1,6,46.2,102,7.85,0.25,206,Porto,18,26.2,6,66,4,4,8,4,0,1,0.67,0.67,1.33,0.67,1.33,2013,100,17,0,0.83,4,7,-3,1,540,7,1.17,23,16,69.6,1,2,3,1,16.7,52,8.67,0.08,103
904,Wed,2013-12-11,Marseille,Dortmund,2013,1,2,1,0,Marseille,19,26.6,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,100,18,0,0.0,5,14,-9,1,540,14,2.33,34,20,58.8,0,0,6,0,0.0,31,5.17,0.13,69,Dortmund,23,25.9,10,110,17,11,28,15,2,2,1.7,1.1,2.8,1.5,2.6,2013,100,28,0,1.7,18,13,5,2,900,13,1.3,50,37,74.0,5,2,3,2,20.0,86,8.6,0.17,149
905,Wed,2013-12-11,Milan,Ajax,2013,0,0,1,2,Milan,25,28.4,10,88,7,4,11,6,1,1,0.7,0.4,1.1,0.6,1.0,100,22,0,1.1,13,11,2,2,720,10,1.25,39,29,74.4,2,5,3,3,30.0,39,3.9,0.15,109,Ajax,21,23.5,6,66,5,3,8,5,0,1,0.83,0.5,1.33,0.83,1.33,2013,100,18,0,1.33,5,8,-3,2,540,8,1.33,20,12,60.0,2,2,2,2,33.3,51,8.5,0.1,87
906,Wed,2013-12-11,Schalke 04,Basel,2013,2,0,1,1,Schalke 04,25,25.0,10,88,8,6,14,8,0,0,0.8,0.6,1.4,0.8,1.4,100,23,0,1.4,12,18,-6,2,720,15,1.87,41,26,63.4,4,2,4,4,40.0,53,5.3,0.15,96,Basel,19,25.2,10,66,5,6,11,5,0,0,0.5,0.6,1.1,0.5,1.1,2013,100,18,0,1.6,15,11,4,1,540,6,1.0,31,25,80.6,4,4,2,1,10.0,31,3.1,0.16,84
